first,second,third
Permanent cropland (% of land area),['/indicator/AG.LND.CROP.ZS?vidownloadformat=excel
Rural land area (sq. km),['/indicator/AG.LND.TOTL.RU.K2?vidownloadformat=excel
Rural land area where elevation is below 5 meters (% of total land area),['/indicator/AG.LND.EL5M.RU.ZS?vidownloadformat=excel
Rural land area where elevation is below 5 meters (sq. km),['/indicator/AG.LND.EL5M.RU.K2?vidownloadformat=excel
Rural population,['/indicator/SP.RUR.TOTL?vidownloadformat=excel
Rural population (% of total population),['/indicator/SP.RUR.TOTL.ZS?vidownloadformat=excel
Rural population growth (annual %),['/indicator/SP.RUR.TOTL.ZG?vidownloadformat=excel
Rural population living in areas where elevation is below 5 meters (% of total population),['/indicator/EN.POP.EL5M.RU.ZS?vidownloadformat=excel
Rural poverty gap at national poverty lines (%),['/indicator/SI.POV.RUGP?vidownloadformat=excel
Rural poverty headcount ratio at national poverty lines (% of rural population),['/indicator/SI.POV.RUHC?vidownloadformat=excel
Surface area (sq. km),['/indicator/AG.SRF.TOTL.K2?vidownloadformat=excel
Debt forgiveness grants (current US$),['/indicator/DT.DOD.MDRI.CD?vidownloadformat=excel
"Grants, excluding technical cooperation (BoP, current US$)",['/indicator/BX.GRT.EXTA.CD.WD?vidownloadformat=excel
IDA grants (current US$),['/indicator/DT.DIS.IDAG.CD?vidownloadformat=excel
Improved sanitation facilities (% of population with access),['/indicator/SH.STA.ACSN?vidownloadformat=excel
"Incidence of tuberculosis (per 100,000 people)",['/indicator/SH.TBS.INCD?vidownloadformat=excel
Income share held by lowest 20%,['/indicator/SI.DST.FRST.20?vidownloadformat=excel
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",['/indicator/SH.STA.MMRT?vidownloadformat=excel
"Mortality rate, under-5 (per 1,000 live births)",['/indicator/SH.DYN.MORT?vidownloadformat=excel
Net ODA received (% of GNI),['/indicator/DT.ODA.ODAT.GN.ZS?vidownloadformat=excel
Net ODA received (% of central government expense),['/indicator/DT.ODA.ODAT.XP.ZS?vidownloadformat=excel
Net ODA received (% of gross capital formation),['/indicator/DT.ODA.ODAT.GI.ZS?vidownloadformat=excel
"Net ODA received (% of imports of goods, services and primary income)",['/indicator/DT.ODA.ODAT.MP.ZS?vidownloadformat=excel
Net ODA received per capita (current US$),['/indicator/DT.ODA.ODAT.PC.ZS?vidownloadformat=excel
"Net bilateral aid flows from DAC donors, Australia (current US$)",['/indicator/DC.DAC.AUSL.CD?vidownloadformat=excel
"Net bilateral aid flows from DAC donors, Austria (current US$)",['/indicator/DC.DAC.AUTL.CD?vidownloadformat=excel
"Net bilateral aid flows from DAC donors, Belgium (current US$)",['/indicator/DC.DAC.BELL.CD?vidownloadformat=excel
"Net bilateral aid flows from DAC donors, Canada (current US$)",['/indicator/DC.DAC.CANL.CD?vidownloadformat=excel
"Net bilateral aid flows from DAC donors, Czech Republic (current US$)",['/indicator/DC.DAC.CZEL.CD?vidownloadformat=excel
"Net bilateral aid flows from DAC donors, Denmark (current US$)",['/indicator/DC.DAC.DNKL.CD?vidownloadformat=excel
"Net bilateral aid flows from DAC donors, European Union institutions (current US$)",['/indicator/DC.DAC.CECL.CD?vidownloadformat=excel
"Net bilateral aid flows from DAC donors, Finland (current US$)",['/indicator/DC.DAC.FINL.CD?vidownloadformat=excel
"Net bilateral aid flows from DAC donors, France (current US$)",['/indicator/DC.DAC.FRAL.CD?vidownloadformat=excel
"Net bilateral aid flows from DAC donors, Germany (current US$)",['/indicator/DC.DAC.DEUL.CD?vidownloadformat=excel
"Net bilateral aid flows from DAC donors, Greece (current US$)",['/indicator/DC.DAC.GRCL.CD?vidownloadformat=excel
"Net bilateral aid flows from DAC donors, Iceland (current US$)",['/indicator/DC.DAC.ISLL.CD?vidownloadformat=excel
"Net bilateral aid flows from DAC donors, Ireland (current US$)",['/indicator/DC.DAC.IRLL.CD?vidownloadformat=excel
"Net bilateral aid flows from DAC donors, Italy (current US$)",['/indicator/DC.DAC.ITAL.CD?vidownloadformat=excel
"Net bilateral aid flows from DAC donors, Japan (current US$)",['/indicator/DC.DAC.JPNL.CD?vidownloadformat=excel
"Net bilateral aid flows from DAC donors, Korea, Rep. (current US$)",['/indicator/DC.DAC.KORL.CD?vidownloadformat=excel
"Net bilateral aid flows from DAC donors, Luxembourg (current US$)",['/indicator/DC.DAC.LUXL.CD?vidownloadformat=excel
"Net bilateral aid flows from DAC donors, Netherlands (current US$)",['/indicator/DC.DAC.NLDL.CD?vidownloadformat=excel
"Net bilateral aid flows from DAC donors, New Zealand (current US$)",['/indicator/DC.DAC.NZLL.CD?vidownloadformat=excel
"Net bilateral aid flows from DAC donors, Norway (current US$)",['/indicator/DC.DAC.NORL.CD?vidownloadformat=excel
"Net bilateral aid flows from DAC donors, Poland (current US$)",['/indicator/DC.DAC.POLL.CD?vidownloadformat=excel
"Net bilateral aid flows from DAC donors, Portugal (current US$)",['/indicator/DC.DAC.PRTL.CD?vidownloadformat=excel
"Net bilateral aid flows from DAC donors, Slovak Republic (current US$)",['/indicator/DC.DAC.SVKL.CD?vidownloadformat=excel
"Net bilateral aid flows from DAC donors, Slovenia (current US$)",['/indicator/DC.DAC.SVNL.CD?vidownloadformat=excel
"Net bilateral aid flows from DAC donors, Spain (current US$)",['/indicator/DC.DAC.ESPL.CD?vidownloadformat=excel
"Net bilateral aid flows from DAC donors, Sweden (current US$)",['/indicator/DC.DAC.SWEL.CD?vidownloadformat=excel
"Net bilateral aid flows from DAC donors, Switzerland (current US$)",['/indicator/DC.DAC.CHEL.CD?vidownloadformat=excel
"Net bilateral aid flows from DAC donors, Total (current US$)",['/indicator/DC.DAC.TOTL.CD?vidownloadformat=excel
"Net bilateral aid flows from DAC donors, United Kingdom (current US$)",['/indicator/DC.DAC.GBRL.CD?vidownloadformat=excel
"Net bilateral aid flows from DAC donors, United States (current US$)",['/indicator/DC.DAC.USAL.CD?vidownloadformat=excel
Net migration,['/indicator/SM.POP.NETM?vidownloadformat=excel
Net official aid received (constant 2014 US$),['/indicator/DT.ODA.OATL.KD?vidownloadformat=excel
Net official aid received (current US$),['/indicator/DT.ODA.OATL.CD?vidownloadformat=excel
Net official development assistance and official aid received (constant 2013 US$),['/indicator/DT.ODA.ALLD.KD?vidownloadformat=excel
Net official development assistance and official aid received (current US$),['/indicator/DT.ODA.ALLD.CD?vidownloadformat=excel
Net official development assistance received (constant 2014 US$),['/indicator/DT.ODA.ODAT.KD?vidownloadformat=excel
Net official development assistance received (current US$),['/indicator/DT.ODA.ODAT.CD?vidownloadformat=excel
"Net official flows from UN agencies, FAO (current US$)",['/indicator/DT.NFL.FAOG.CD?vidownloadformat=excel
"Net official flows from UN agencies, IAEA (current US$)",['/indicator/DT.NFL.IAEA.CD?vidownloadformat=excel
"Net official flows from UN agencies, IFAD (current US$)",['/indicator/DT.NFL.IFAD.CD?vidownloadformat=excel
"Net official flows from UN agencies, ILO (current US$)",['/indicator/DT.NFL.ILOG.CD?vidownloadformat=excel
"Net official flows from UN agencies, UNAIDS (current US$)",['/indicator/DT.NFL.UNAI.CD?vidownloadformat=excel
"Net official flows from UN agencies, UNDP (current US$)",['/indicator/DT.NFL.UNDP.CD?vidownloadformat=excel
"Net official flows from UN agencies, UNECE (current US$)",['/indicator/DT.NFL.UNEC.CD?vidownloadformat=excel
"Net official flows from UN agencies, UNFPA (current US$)",['/indicator/DT.NFL.UNFP.CD?vidownloadformat=excel
"Net official flows from UN agencies, UNHCR (current US$)",['/indicator/DT.NFL.UNCR.CD?vidownloadformat=excel
"Net official flows from UN agencies, UNICEF (current US$)",['/indicator/DT.NFL.UNCF.CD?vidownloadformat=excel
"Net official flows from UN agencies, UNPBF (current US$)",['/indicator/DT.NFL.UNPB.CD?vidownloadformat=excel
"Net official flows from UN agencies, UNRWA (current US$)",['/indicator/DT.NFL.UNRW.CD?vidownloadformat=excel
"Net official flows from UN agencies, UNTA (current US$)",['/indicator/DT.NFL.UNTA.CD?vidownloadformat=excel
"Net official flows from UN agencies, WFP (current US$)",['/indicator/DT.NFL.WFPG.CD?vidownloadformat=excel
"Net official flows from UN agencies, WHO (current US$)",['/indicator/DT.NFL.WHOL.CD?vidownloadformat=excel
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),['/indicator/SI.POV.DDAY?vidownloadformat=excel
Pregnant women receiving prenatal care (%),['/indicator/SH.STA.ANVC.ZS?vidownloadformat=excel
"Prevalence of HIV, total (% of population ages 15-49)",['/indicator/SH.DYN.AIDS.ZS?vidownloadformat=excel
"Prevalence of stunting, height for age (% of children under 5)",['/indicator/SH.STA.STNT.ZS?vidownloadformat=excel
"Primary completion rate, total (% of relevant age group)",['/indicator/SE.PRM.CMPT.ZS?vidownloadformat=excel
"School enrollment, primary and secondary (gross), gender parity index (GPI)",['/indicator/SE.ENR.PRSC.FM.ZS?vidownloadformat=excel
"Technical cooperation grants (BoP, current US$)",['/indicator/BX.GRT.TECH.CD.WD?vidownloadformat=excel
"Vulnerable employment, total (% of total employment)",['/indicator/SL.EMP.VULN.ZS?vidownloadformat=excel
Access to electricity (% of population),['/indicator/EG.ELC.ACCS.ZS?vidownloadformat=excel
Agricultural irrigated land (% of total agricultural land),['/indicator/AG.LND.IRIG.AG.ZS?vidownloadformat=excel
Agricultural land (% of land area),['/indicator/AG.LND.AGRI.ZS?vidownloadformat=excel
Agricultural land (sq. km),['/indicator/AG.LND.AGRI.K2?vidownloadformat=excel
"Agriculture, value added (% of GDP)",['/indicator/NV.AGR.TOTL.ZS?vidownloadformat=excel
"Annual freshwater withdrawals, total (% of internal resources)",['/indicator/ER.H2O.FWTL.ZS?vidownloadformat=excel
"Annual freshwater withdrawals, total (billion cubic meters)",['/indicator/ER.H2O.FWTL.K3?vidownloadformat=excel
Arable land (% of land area),['/indicator/AG.LND.ARBL.ZS?vidownloadformat=excel
Average precipitation in depth (mm per year),['/indicator/AG.LND.PRCP.MM?vidownloadformat=excel
CO2 emissions (kg per 2010 US$ of GDP),['/indicator/EN.ATM.CO2E.KD.GD?vidownloadformat=excel
CO2 emissions (kg per 2011 PPP $ of GDP),['/indicator/EN.ATM.CO2E.PP.GD.KD?vidownloadformat=excel
CO2 emissions (kg per PPP $ of GDP),['/indicator/EN.ATM.CO2E.PP.GD?vidownloadformat=excel
CO2 emissions (kt),['/indicator/EN.ATM.CO2E.KT?vidownloadformat=excel
CO2 emissions (metric tons per capita),['/indicator/EN.ATM.CO2E.PC?vidownloadformat=excel
CO2 emissions from gaseous fuel consumption (% of total),['/indicator/EN.ATM.CO2E.GF.ZS?vidownloadformat=excel
CO2 emissions from gaseous fuel consumption (kt),['/indicator/EN.ATM.CO2E.GF.KT?vidownloadformat=excel
CO2 emissions from liquid fuel consumption (% of total),['/indicator/EN.ATM.CO2E.LF.ZS?vidownloadformat=excel
CO2 emissions from liquid fuel consumption (kt),['/indicator/EN.ATM.CO2E.LF.KT?vidownloadformat=excel
CO2 emissions from solid fuel consumption (% of total),['/indicator/EN.ATM.CO2E.SF.ZS?vidownloadformat=excel
CO2 emissions from solid fuel consumption (kt),['/indicator/EN.ATM.CO2E.SF.KT?vidownloadformat=excel
CO2 intensity (kg per kg of oil equivalent energy use),['/indicator/EN.ATM.CO2E.EG.ZS?vidownloadformat=excel
CPIA public sector management and institutions cluster average (1=low to 6=high),['/indicator/IQ.CPA.PUBS.XQ?vidownloadformat=excel
