name,intro,address,tel,fax,email,site
格鲁吉亚贝西斯银行（BASISBANK）,,"地址：Head Office. 1, Ketevan Tsamebuli Ave., 0103 Tbilisi\xa0 ",联系电话：(995 32) 2 921 921/2 922 922,传真：(995 32) 2 986 548,电子邮箱：info@basisbank.ge,网址：http://www.basisbank.ge/en/
哈萨克斯坦财政部（Ministry of Finance of the Republic of Kazakhstan）,,"地址：010000, Astana city, Pobeda avenue, 11","联系电话：+7 7172 71-77-64,\xa0 +7 7172 71-77-65",传真：+7 7172 71-77-85,电子邮箱：administrator@minfin.gov.kz,网址：http://www.minfin.gov.kz/irj/portal/anonymous
吉尔吉斯斯坦外交部（Ministry of Foreign Affairs of the Kyrgyz Republic）,,地址：57 Erkindik bl.Bishkek,联系电话：00996-312-620545,,,网址：http://www.mfa.kg/index_en.html
波黑外贸商会（Foreign Trade Chamber of Bosnia and Herzegovina）,,"地址：Branislava ?ur?eva 10, 71000 Sarajevo",联系电话：+387 33 566 222,传真：+387 33 214 292,,网址：http://komorabih.ba/en/
黑山共和国财政部（Ministry of Finance）,,"地址：Stanka Dragojevica\xa0 2, 81000 Podgorica ",联系电话：+382 20 242 835 ,传真：+382 20 224 450 ,"电子邮箱：mf@mif.gov.me, ana.djuraskovic@mif.gov.me ",网址：http://www.mif.gov.me/en/ministry
菲律宾国家经济发展署（National Economic and Development Authority）,,"地址：No. 12 St. Jose Maria Escriva Drive, Ortigas Center, Pasig City",联系电话：(+632) 631.0945-56,,,网址：http://www.neda.gov.ph/
黑山共和国经济部（Ministry of Economy）,,"地址：Rimski trg 46, 81000 Podgorica",联系电话：+382 20 482 163,传真：+382 20 234 027,电子邮箱：masa.vukotic@mek.gov.me,网址：http://www.mek.gov.me/en/ministry
菲律宾BDO银行,,"地址：7899 Makati Avenue, Makati City 0726, Philippines",联系电话：(+632) 840-7000,,电子邮箱：callcenter@bdo.com.ph,网址：https://www.bdo.com.ph/personal
格鲁吉亚证券交易所（Georgian Stock Exchange）,,"地址：Floor 7th, Block 10, 71 Vazha-pshavela ave., Tbilisi 0186, Georgia","联系电话：(+995 32) 222-07-18, (+995 32) 222-07-49, (+995 32) 222-10-86",传真：(+995 32) 225-18-76,电子邮箱：info@gse.ge,网址：http://www.gse.ge/
Halyk Bank Georgia,,"地址：74, Kostava str, 0171, Tbilisi (Central Brunch)",联系电话：+995 32 224 07 07,传真： +995 32 236 53 98,电子邮箱：info@hbg.ge,网址：http://hbg.ge/en/
格鲁吉亚国家投资局,,"地址：3/5 Tatishvili Street, 0179, Tbilisi, Georgia",联系电话：00995-322281194,,电子邮箱：enquiry@investingeorgia.org,网址：www.investingeorgia.org
格鲁吉亚外交部（Ministry of Foreign Affairs of Georgia）,,"地址：#4 Sh. Chitadze, Tbilisi, Georgia, 0118",联系电话：(+995 32) 294 5000（各职能部门联系方式详见官网）,传真：(+995 32) 294 5001,,网址：http://www.mfa.gov.ge/Home.aspx?lang=en-US
格鲁吉亚最高法院（Supreme Court of Georgia）,,,联系电话：+(995 32) 299 70 01,传真：+(995 32) 299 70 01,电子邮箱：info@supremecourt.ge,网址：http://www.supremecourt.ge/eng/
格鲁吉亚经济与可持续发展部（Ministry of Economy and Sustainable Development of Georgia）,,"地址：12 Chanturia Str., Tbilisi, 0108, Georgia",联系电话：+(995 32) 299 11 11； +(995 32) 299 11 05,传真：+(995 32) 292 15 34,电子邮箱：ministry@economy.ge,网址：http://www.economy.ge/en/home
格鲁吉亚能源与自然资源部（Ministry of Energy of Georgia）,,地址：Tbilisi 0105 Sanapiro str. N2,联系电话：(+995 32) 235 78 04（具体职能部门联系方式见官网）,,电子邮箱：mail@energy.gov.ge,网址：http://www.energy.gov.ge/index.php?lang=eng
格鲁吉亚国家银行（National Bank of Georgia）,,"地址：Sanapiro str N2, 0114, Tbilisi, Georgia",联系电话：240 6406,,电子邮箱：publicinfo@nbg.gov.ge,网址： https://www.nbg.gov.ge/index.php?m=2&lng=eng
哈萨克斯坦投资银行（KazInvestBank）,,"地址：050051, Republic of Kazakhstan, Almaty, 172, Dostyk ave","联系电话：+7 (727) 261 9070, 261 9071, 261 9072, 261 9073",传真：+7 (727) 259 86 58,电子邮箱：info@kib.kz,网址：http://en.kib.kz/ 
捷克工业与交通协会（Confederation of Industry of the Czech Republic）,,"地址：Freyova 948/11, 190 00 Prague 9",联系电话：+420 225 279 111,传真：+420 225 279 100,电子邮箱：spcr@spcr.cz ,网址：http://www.spcr.cz/en
捷克贸易局（Czech Trade）,,"地址：Dittrichova 21, 128 01 Prague 2, Czech Republic",联系电话：+420 224 907 820,,电子邮箱：info@czechtrade.cz ,网址：http://www.czechtradeoffices.com/
黑山共和国信息和通讯部（Ministry for Information Society and Telecommunications）,,"地址：Rimski trg no. 45, 81000 Podgorica ",联系电话：+382 20 241 412,传真：+382 20 241 790,电子邮箱：kabinet@mid.gov.me,网址：http://www.mid.gov.me/en/ministry
"哈萨克斯坦外交部（Ministry of Foreign Affairs, Republic of Kazakhstan）",,"地址：31, Kunayeva str., 010000 Astana, Kazakhstan",联系电话：+7 (7172) 72 05 17,传真：7 (7172) 72 05 16,,网址：http://www.mfa.kz/index.php/en/
印度储备银行（Reserve Bank of India）,简介：印度储备银行是印度的中央银行。,"地址：Amar Building, Ground Floor, Sir P. M. Road, P. B. No.1036, Mumbai - 400 001",,,电子邮箱：spsdrrp@rbi.org.in,网址：https://www.rbi.org.in/
印度国家银行（State Bank of India）,,,"联系电话：1800 11 2211 (toll-free), 1800 425 3800 (toll-free) or 080-26599990",,电子邮箱：contactcentre@sbi.co.in,网址：http://www.sbi.co.in/
旁遮普国民银行（Punjab National Bank）,,,联系电话：1800 180 2222/1800 103 2222（免费）（具体业务中心联系方式详见官网）,,,网址：https://www.pnbindia.in/En/ui/Home.aspx
印度产业发展银行（IDBI）,,"地址：IDBI Tower, WTC Complex, Cuffe Parade, Colaba, Mumbai 400005",联系电话：1800-200-1947 ,,,网址：http://www.idbi.com/index.asp
印度PSA律师事务所,,"地址： 14A & B Hansalaya 15, Barakhamba Road - 110001, New Delhi, India ",,,,网址：http://www.psalegal.com/
H K Acharya & Company,简介：印度著名的知识产权律师事务所,"地址：HK Avenue, 19, Swastik Society, Navrangpura, Ahmedadad 380 009 India ",联系电话：91 79 2642 5258,传真：91 79 2642 5262,,网址：http://www.hkindia.com/index1.asp
吉尔吉斯斯坦财政部（Ministry of Finance of the KR）,,地址：58 Erkindik bl. Biskek,联系电话：00996-312-660504,,,网址：www.minfin.kg（非英文）
吉尔吉斯斯坦工商会（Chamber of Commerce and Industry of the KR）,,地址：107 Kievskaya st. Bishkek,"联系电话：00996-312-613873，,613874",,,
吉尔吉斯斯坦交通通讯部（Ministry of Transportation and Communication of the KR）,,地址：42 Isanova st.\xa0Bishkek,联系电话：00996-312-610211,,,网址：www.mtk.gov.kg（非英文）
吉尔吉斯斯坦国家海关总署,,地址：4a Sovetskaya st.Bishkek,联系电话：00996-312-511899,,,网址：www.customs.gov.kg（非英文）
吉尔吉斯斯坦司法部注册局（Department of State Registration Ministry of Justice of the KR）,,地址：32 Molodoya Gvardiya bl. Bishkek,联系电话：00996-312-656494,,,网址：www.minjust.gov.kg（非英文）
捷克斯洛伐克贸易银行（Ceskoslovenska Obchodni Banka）,,,联系电话：800 300 300,,,网址：https://www.csob.cz/portal/（非英文）
捷克Komercni banka银行,,"地址：Na P?íkopě 33, 114 07 Praha 1, P.O. BOX 839, ?eská Republika",联系电话：+420 800 521 521,,电子邮箱：mojebanka@kb.cz,网址：http://www.kb.cz/en/index.shtml
捷克富埃森银行Raiffeisenbank（Czech Republic）,,"地址：Hvězdova 1716/2b, Raiffeisenbank, 140 78 Praha 4",联系电话：800 900 900,,电子邮箱：info@rb.cz,网址：https://www.rb.cz/en/personal
捷克储蓄银行（Ceska Sporitelna）,,"地址：?eská spo?itelna, a.s., Olbrachtova 1929/62, 140 00 Praha 4",联系电话：800 207 207,,电子邮箱：csas@csas.cz,网址：http://www.csas.cz/banka/nav/personal-finance-d00012487 
布拉格证券交易所（Prague Stock Exchange）,,"地址：Prague Stock Exchange, Rybna 14, 110 05 Prague\xa0 1",联系电话：+420 221 832 146(Trading Department),,电子邮箱：info@pse.cz,网址：http://www.pse.cz/
捷克工业产权局（Industrial Property Office）,,"地址：INDUSTRIAL PROPERTY OFFICE, Antonína ?ermáka 2a, 160 68 Prague, CZECH REPUBLIC",联系电话：+420-220383111,传真：+420-224324718,电子邮箱：posta@upv.cz,网址：http://www.upv.cz/en.html
印度公司事务部（Ministry of Corporate Affairs）,,"地址：Garage No.14, ""A"" Wing, Shastri Bhawan, Rajendra Prasad Road New Delhi - 110001",联系电话：011-23386110,,,网址：http://www.mca.gov.in/
卡纳拉银行（Canara Bank）,,,联系电话：080-22221581/582/0490/0491/1788/ 1789/ 1790/1984/1985/1986,,,网址：http://www.canarabank.com/English/Home.aspx
科威特证券交易所（Kuwait Stock Exchange）,,"地址：Mubarak Al Kabir Street, Kuwait City, Kuwait",联系电话：+965-22423130/9?22992000,传真：+965-22413538/22420779,电子邮箱：webmaster@kuwaitse.com,网址：http://www.kuwaitse.com/Default.aspx
印度财政部（Ministry of Finance）,,,联系电话：011-23094595,,电子邮箱：jsrev@nic.in,网址：http://finmin.nic.in/
科威特工商会(Kuwait Chamber of Commerce & Industry）,,"地址：Commercial Area # 9, Al-Shuhadaa St. Kuwait City",联系电话：(965) 1805580 Ext.#555,传真：(965) 22300074,电子邮箱：kcci@kcci.org.kw,网址：http://www.kuwaitchamber.org.kw/echamber/website/index.jsp
印度尼西亚SSEK律师事务所,,"地址：14th Floor, Mayapada Tower Jl. Jend. Sudirman Kav. 28 Jakarta 12920 Indonesia","联系电话：62 21 5212038, 2953 2000",传真：62 21 5212039,电子邮箱：ssek@ssek.com,网址：http://www.ssek.com/
Assegaf Hamzah & Partners,,"地址：Menara Rajawali 16th Floor Jalan DR. Ide Anak Agung Gde Agung Lot # 5.1 Kawasan Mega Kuningan Jakarta 12950, Indonesia",联系电话：+62 21 2555 7800,传真：+62 21 2555 7899,电子邮箱：info@ahp.co.id,网址：http://www.ahp.co.id/
印度投资署（INVEST INDIA）,简介：该机构2009年12月成立，由中央政府、各邦政府和印度工商联合会共同成立，促进外国资本有重点、全面、系统地在印投资，为投资者提供优质的投资及相关服务。,"地址：Investor Facilitation Cell, Make in India Federation House, Tansen Marg, New Delhi - 110 001",联系电话：0091-11-23487411,传真：0091-11-23320714,电子邮箱：info@investindia.org.in,网址：http://www.investindia.gov.in/
泰国Tilleke & Gibbins,,"地址：Supalai Grand Tower, 26th Floor 1011 Rama 3 Road, Chongnonsi, Yannawa Bangkok 10120, Thailand",联系电话：+66 2653 5555,传真：+66 2653 5678,电子邮箱：bangkok@tilleke.com,网址：http://www.tilleke.com/
印尼投资协调委员会（Indonesia Investment Coordinating Board）,,"地址：Jl. Jend. Gatot Subroto No. 44, Jakarta 12190 P.O. Box 3186, Indonesia",联系电话：+62 21 5292 1329-30,传真：+62 21 520 2050,电子邮箱：info@bkpm.go.id,网址：http://www6.bkpm.go.id/
新加坡德尊律师事务所（Drew & Napier LLC）,,地址：10 Collyer Quay 10th Floor Ocean Financial Centre Singapore 049315,联系电话：+65 6535 0733,,电子邮箱：mail@drewnapier.com,网址：http://www.drewnapier.com/home
Chandler & Thong-ek Law Offices Ltd.（CTLO）,,"地址：7th-9th Floors, Bubhajit Building, 20 North Sathorn Road, Silom, Bangrak, Bangkok 10500 Thailand",联系电话：66 2 266-6485,传真：66 2 266-6483,电子邮箱：chandler@ctlo.com ,网址：http://www.ctlo.com/
新加坡会计与企业管理局（Accounting and Corprate Regulatory Authority）,,地址：10 Anson Road #05-01/15 International Plaza Singapore 079903,联系电话：6248 6028,,,网址：https://www.acra.gov.sg/home/
新加坡国际企业发展局（IE Singapore）,,"地址：230 Victoria Street, Level 10, Bugis Junction Office Tower, Singapore 188024",联系电话：+65 6337 6628,,,网址：http://www.iesingapore.gov.sg/
印度ICICI Bank,,"地址：ICICI Bank Towers, Bandra-Kurla Complex, Mumbai 400 051",联系电话：+91 22 26531414（其他具体业务中心联系方式详见官网）,,,网址：http://www.icicibank.com/
科威特中央投标委员会（Central Tenders Committee）,,地址：Al-Sharq - Ahmed AlJaber street,,,,网址：www.ctc.gov.kw
哈萨克斯坦司法部（Ministry of Justice of the Republic of Kazakhstan）,,"地址：010000, Astana, the Left bank, the House of the Ministries, entrance 13",联系电话：(7172)74-07-37,,电子邮箱：kanc@minjust.kz,网址：http://www.minjust.kz/en
科威特工业银行（Industrial Bank of Kuwait）,简介：科威特工业银行（Industrial Bank of Kuwait）是一家科威特银行，于1973年由科威特财政部、科威特中央银行和其他大型地方工业企业联合成立的。他们成立科威特工业银行首要目的是为了促进当地产业发展。科威特工业银行为科威特现代化工业和农业发展建设企业提供中期和长期融资和贷款。它还提供全方位的商业银行及财资产品，以满足其工业客户的营运资金需求。,"地址：Joint Banking Complex, Darwaza Abdul-Razak Roundabout, Ahmad Al-Jaber Street, Al-Sharq, Kuwait",联系电话：965?1844446/22337000,传真：+965?22406595,电子邮箱：ibk@ibkuwt.com,网址：http://www.ibkuwt.com/ibk/web/en/index.html?lang=en
科威特阿尔阿赫利银行（Al Ahli Bank of Kuwait）,简介：科威特阿尔阿赫利银行（Al Ahli Bank of Kuwait）是一家科威特银行，于1967成立。科威特阿尔阿赫利银行服务范围包括：房地产融资和房地产按揭贷款，长期贷款与营运资金融资，贸易融资相关产品，结构性现金融资以满足大型企业的资金需求，安排或参与银团贷款，融资并购。,,联系电话：+ 965 22442211,,,网址：https://abk.eahli.com/abk/Default.aspx
科威特海湾银行（Gulf Bank）,简介：科威特海湾银行（Gulf Bank）是科威特最大的商业银行之一。它于1960年11月23日注册成立，并于1961年10月5日开始营业。,,联系电话：+965 2244 9501 Ext 2655,,电子邮箱：corporatebanking@gulfbank.com.kw,网址：http://www.e-gulfbank.com/eng/personal/index.jsp
波黑司法部（Ministry of Justice of Bosnia and Herzegovina）,,"地址：TRG BiH 1, 71000 Sarajevo, Bosna i Hercegovina",联系电话：+387 33 281 525,传真：+387 33 201 989,电子邮箱：info@mpr.gov.ba,网址：http://www.mpr.gov.ba/Default.aspx?langTag=en-US&template_id=115&pageIndex=1
印度法律和司法部（Ministry of Law and Justice）,,"地址：Ministry of Law and Justice, 4th Floor, A-Wing, Shastri Bhawan, New Delhi-110 001",,,,网址：http://lawmin.nic.in/
印度劳工和就业部（Ministry of Labour and Employment）,,"地址：Shram Shakti Bhawan Rafi Marg, New Delhi-110001",联系电话：23717515（具体人员联系方式详见官网）,,,网址：http://labour.nic.in/content/
印度电力部（Ministry of Power）,,,联系电话：011-23717474（具体人员联系方式详见官网）,传真：011-23710065,,网址：http://www.powermin.nic.in/
印度新型和可再生能源部（Ministry of New and Renewable Energy）,,"地址：Block-14, CGO Complex, Lodhi Road,New Delhi-110 003, India",,传真：+91-11-24361298（具体人员联系方式详见官网）,,网址：http://www.mnre.gov.in/
卡塔尔发展银行（Qatar Development Bank）,简介：卡塔尔发展银行（Qatar Development Bank）是一家由卡塔尔政府全资拥有的银行。卡塔尔发展银行为卡塔尔工业、旅游、教育、卫生保健、农业、动物资源、渔业部门等其他卡塔尔经济发展中提供金融、银行和贷款服务。卡塔尔发展银行以前被称为卡塔尔工业发展银行。,"地址：PO Box 22789, Grand Hamad Street, Doha, Qatar",联系电话：(+974) 4430 00 00,传真：(+974) 4435 0433,电子邮箱：info@qdb.qa,网址：http://www.qdb.qa/English/Pages/default.aspx
多哈银行（Doha Bank）,简介：多哈银行（Doha Bank）是卡塔尔最大的私人商业银行。多哈银行成立于1978年，并于1979年3月15日在卡塔尔首都多哈开始其国内及国际银行服务。它是卡塔尔领先的金融服务公司之一。,"地址：Doha Bank, Head Office Tower, Corniche Street, West Bay, P.O. Box:3818, Doha, Qatar ",联系电话：+974 4445 6000,,,网址：http://www.dohabank.com.qa/1/db2/en/Personal.aspx
印度工业联合会（Confederation of Indian Industry）,,"地址：The Mantosh Sondhi Centre 23, Institutional Area, Lodi Road, New Delhi ??? 110 003",联系电话：91 11 45771000,传真： 91 11 24626149,电子邮箱：info@cii.in,网址：http://www.cii.in/
卡塔尔中央招标委员会（Central Tenders Committee）,,"地址：Rawabi Street /Al Muntazah, Doha -Qatar",联系电话：(00974) 44467159/44467180,传真：(00974) 44461287,电子邮箱：ctc@mof.gov.qa,网址：http://www.ctc.gov.qa/main-en.aspx
科威特国民银行（National Bank of Kuwait）,简介：科威特国民银行（National Bank of Kuwait）成立于1952年，是科威特最早的本土银行，也是科威特和海湾地区第一个股份制公司。,"地址：P.O Box 95, Safat 13001, Kuwait, National Bank of Kuwait\xa0\xa0\xa0 ",联系电话：+965 2224 8361 ,,电子邮箱：CustomerCareUnit@nbk.com,网址：http://www.kuwait.nbk.com/Personal/Default_en_gb.aspx
克罗地亚萨格勒布银行（Zagreba&#269;ka banka）,,"地址：Trg bana Josipa Jela?i?a 10, 10000 Zagreb, Croatia ",联系电话：+385 1 3773 333,传真：+385 1 3789 764,电子邮箱：zaba@unicreditgroup.zaba.hr,网址：http://www.zaba.hr/home/wps/wcm/connect/zaba_hr/zabautils/naslovnica/
克罗地亚萨格勒布商业银行（Privredna Banka Zagreb）,,,联系电话：0800 365 365(Free phone line),传真：+385 1 636 00 63,电子邮箱：pbz365@pbz.hr,网址：http://www.pbz.hr/eng
黑山共和国司法部（Ministry of Justice）,,"地址：Vuka Karad?i?a3, 81000 Podgorica ",联系电话：+382 20 407 501,传真：+382 20 407 515,电子邮箱：kabinet@mpa.gov.me ,网址：http://www.mpa.gov.me/en/ministry
克罗地亚邮政银行（Hrvatska Postanska Banka）,,"地址：Juri?i?eva 4, HR-10000 Zagreb",,传真：+385 1 4819 731（具体业务部门和人员的联系方式详见官网）,,网址：http://www.hpb.hr/?ln=en
克罗地亚商会（Croatian Chamber of Economy）,,"地址：Croatian Chamber of Economy, Roosevelt square 2, 10000 Zagreb, Croatia",联系电话：+385 1 456-1555,,电子邮箱：hgk@hgk.hr,网址：http://web.hgk.hr/english/
Dua Manral & Associates,"简介：Dua Manral & Associates was established in 2010.\xa0It is\xa0one of the leading chartered accountants firms in india and are engaged in providing chartered accounting services, financial and consultancy services, auditing services, internal auditing services, statutory auditing services, business process outsourcing services, income tax services, foreign collaborations services along with import export consultancy services.","地址：B-1, Gayatri Nagar, Phase 3, Gas Godam Road, Kusumkhera Haldwani Distt Nainital Uttarakhand 263139",联系电话：05946-261888,,电子邮箱：office@dmallp.com,网址：http://www.dmallp.com/
卡塔尔证券交易所（Qatar Stock Exchange）,,"地址：Al Dana Tower, West Bay;Doha?Qata",联系电话：+974 44333666,传真：+974 44319233,电子邮箱：info@qe.qa,网址：http://www.qe.com.qa/pps/qe/qe%20english%20portal/Pages/Home/
克罗地亚商会投资促进中心,,"地址：Rooseveltov trg 2, 10000 Zagreb",联系电话：+385 1 4561555,传真：+385 1 4828380,电子邮箱：hgk@hgk.hr,网址：http://web.hgk.hr/english/
"克罗地亚企业和手工业部（Ministry of Entrepreneurship and Crafts, Republic of Croatia）",,"地址：Grada Vukovara 78, 10 000 Zagreb, Croatia",联系电话：+385 1 610 61 11,,电子邮箱：pitanja@minpo.hr,网址：http://www.minpo.hr/default.aspx?id=68
"克罗地亚交通海洋基础设施部（Ministry of Maritime Affairs, Transport and Infrastructure, Republic of Croatia）",,"地址：Prisavlje 14, 10 000 Zagreb",联系电话：+385 1 6169 111（具体部门和人员的联系方式详见官网）,,,网址：http://www.mppi.hr/default.aspx?id=7397
克罗地亚环保部（Ministry of Environmental and Nature Protection）,,"地址：Radni?ka cesta 80, HR?10 000 Zagreb",联系电话：+385 1 3717-111（具体人员联系方式详见官网）,传真：+385 1 3717-149,,网址：http://www.mzoip.hr/en/
"克罗地亚Divjak, Topic & Bahtijarevic Law Firm",,"地址：EUROTOWER, Ivana Lu?i?a 2A/18th Floor, 10000 Zagreb, Croatia",联系电话：+385 1 5391 600,传真：+385 1 5391 601,电子邮箱：info@dtb.hr,网址：http://www.dtb.hr/
老挝外贸银行（BCEL）,,"地址：2nd and 3rdFloor, Building A, BCEL Public. No 1, Pangkham Rd, Chanthabouly District, Vientiane Capital, Laos",联系电话：(+856-21)213200,传真：(+856-21) 213202,电子邮箱：bcelhqv@bcel.com.la ,网址：http://www.bcel.com.la/bcel/?lang=en
老挝贸促中心,,"地址：104/4-5 Khounboulom Road, P.O.Box: 4107 Vientiane, Lao P.D.R",联系电话：00856-21216207或241914,传真：00856-21213623,"电子邮箱：laotpc@hotmail.com, laotpc@yahoo.com",网址：www.laotrade.org.la
黎巴嫩Hyam G. Mallat Law Firm,,"地址：221, Sami Solh Avenue, UCA Building, Beirut - Lebanon",联系电话：+961 1 384 717,传真：+961 1 384 714,电子邮箱：hmlaw@mallatlaw.com,网址：http://www.mallatlaw.com/
黎巴嫩BAROUDI & ASSOCIATES,,"地址：Achrafieh 5585 Building, P. Gemayel Avenue, P.O. Box 11-7236, Beirut, Lebanon",联系电话：+961 1 428777/8,传真：+961 1 423582,电子邮箱：baroudi@baroudilegal.com,网址：http://www.baroudilegal.com/
捷克经济商会（Czech Chamber of Commerce）,,"地址：Freyova 27, 190 00 Praha 9 ",联系电话：266 721 300 ,传真：266 721 690,电子邮箱：office@komora.cz,网址：http://www.komoracz.eu/
黎巴嫩贝鲁特银行（Bank of Beirut）,,,联系电话/传真：961 5 955262（海外）,,,网址：http://www.bankofbeirut.com/Corporate/en/Home
黎巴嫩法国银行（Banque Libano-Francaise）,,"地址： 5, Rome Street, Beirut Liberty Plaza Building, Hamra, Beirut, Lebanon ",联系电话：+961 (1) or (3) 79 13 32,传真：+961 (1) or (3) 79 13 32 ext. 1318,电子邮箱：info@eblf.com,网址：http://www.eblf.com/en/Home
黎巴嫩地中海银行（banque de la mediterranee),,"地址：Bankmed Center, 482, Clemenceau Street",联系电话：01-373937,传真：01-362706-362806,,网址：http://www.bankmed.com.lb/
黎巴嫩信贷银行（Credit Libanais）,,"地址：Credit Libanais Tower - Corniche El Nahr, Adlieh Roundabout",联系电话：00961-1-608 000,传真：00961-1-608126,,网址：http://www.creditlibanais.com.lb/
贝鲁特证券交易所（Beirut Stock Exchange）,,"地址：Al Bachura, Azarieh street, Azarieh Bldg. Block 01 - 4th floor",联系电话：961 1 993555,传真：961 1 993444,电子邮箱：bse@bse.com.lb,网址：http://www.bse.com.lb/
黎巴嫩投资发展局（IDAL）,,"地址：Lazarieh Tower, 4th Floor, Emir Bechir Street, Riad El-Solh Beirut, Lebanon, P.O.Box 113-7251",联系电话：+961 1 983306/7/8,传真：+961 1 983302/3,电子邮箱：invest@idal.com.lb,网址：http://investinlebanon.gov.lb/
黎巴嫩发展和重建委员会（Council for Development and Reconstruction）,简介：黎巴嫩发展和重建委员会网站公开发布工程招标信息，该部门主要负责外国资金支持的基础设施（电力、电信、道路和公共交通）、社会基础设施（教育、公共卫生、社会和经济发展、土地使用和环境）、基本服务（供水、废水、固体废物管理）和生产行业（农业、水利、港口、机场、旅游和政府大楼）项目招投标和执行。,"地址：Tallet Al Serail?Riad El Solh, Beirut?Lebanon",联系电话：(961-1) 980096,传真：(961-1) 981252?981253-981381,电子邮箱：infocenter@cdr.gov.lb,网址：http://www.cdr.gov.lb/eng/home.asp
"黎巴嫩电信部（Ministry of Telecommunications, Republic of Lebanon）",,"地址：Beirut, Riad El Solh Str. MoT 3rd ",联系电话：01-979 979,,,网址：http://www.mpt.gov.lb/index.php/en/
"黎巴嫩财政部（Ministry of Finance, Republic of Lebanon）",,"地址：Riad El Solh Square, MOF Building",联系电话：+961-1-981001/020/030,,电子邮箱：infocenter@finance.gov.lb,网址：http://www.finance.gov.lb/Pages/index.htm
"克罗地亚经济部（Ministry of the Economy, Republic of Croatia）",简介：克罗地亚主管国内投资和外国投资的政府部门是经济部，其主要职责是审批投资项目，为国内外投资者提供技术和咨询服务，与其他部委和地方经济主管部门共同商定、实现具体的投资项目，并解决项目实施过程中出现的问题，从事与《鼓励投资法》相关的工作，如涉及鼓励措施、税收优惠、关税优惠、完善法律、改善投资环境等事宜。,"地址：Ulica grada Vukovara 78, 10 000 Zagreb",联系电话：+385 1 6106 924,传真：+385 1 6109 118,电子邮箱：sanja.rendic-miocevic@mingo.hr,网址：http://www.mingo.hr/en
"黎巴嫩经贸部（Ministry of Economy & Trade, Republic of Lebanon）",,地址：Riyad El Soleh\xa0 Street-Azarieh building-5 floor,联系电话：00961-1-982360/1/2/3/4/5,,电子邮箱：Info@economy.gov.lb,网址：http://www.economy.gov.lb/index.php/home/2
"黎巴嫩工业部（Ministry of Industry,Republic of Lebanon）",,"地址：Sami Soleh Av. , Facing Adlieh, Badaro, Beirut, Lebanon",,,,网址：http://www.industry.gov.lb/pages/default.aspx
"黎巴嫩环境部（Ministry of Environment, Republic of Lebanon）",,"地址：Ministry of Environment, Lazarieh Center, 7th & 8th Floor, Block A-4 New, A4-Old, and A5 P.O.Box: 11/2727; Beirut-Lebanon.",联系电话：+961 1 976555 ,传真：+961 1 976535,电子邮箱：webmaster@moe.gov.lb,网址：http://www.moe.gov.lb/Home.aspx?lang=en-us
黎巴嫩海关（Lebanese Customs）,,,联系电话：961 (01) 700115,传真：961 (01) 700115,电子邮箱：info@customs.gov.lb,网址：http://www.customs.gov.lb/customs/
贝鲁特商业，工业和农业商会（Chamber of Commerce Industry and Agriculture of Beirut & Mount Lebanon）,,"地址： CCIA-BML Building, 1 justinien street, Sanayeh",联系电话：+961 1 353190,传真：+961 1 353395,电子邮箱：information@ccib.org.lb,网址：http://www.ccib.org.lb/en/
Badri and Salim El Meouchi Law Firm-Lebanon Office,,"地址：Etude Badri et Salim El Mouchi (EBSM), Badri and Salim El Meouchi Law Firm, 315 Safi - POBox 11-3577, Beirut Central District - 2028 5603, Lebanon",联系电话：+961 1 995900-+961 3 519777,传真：+961 1 995906,,网址：http://www.elmeouchi.com/
MENA City Lawyers-Lebanon,,"地址：MENA City Lawyers (MCL) Tilal Bldg., Block A7, Ashrafieh Street, Beirut, Lebanon ",联系电话：+961 1 207222,传真：961 1 203191,电子邮箱：info@mcl-lb.com,网址：http://www.menacitylawyers.com/web/default.aspx?lan=en
黎巴嫩Khattar Associates,"简介：Khattar Associates was established in 1958 in Beirut, Lebanon.Khattar Associates enjoys a reputation as one of the most prominent and well-respected law firms in Lebanon. The firm mainly specializes in Litigation, Banking and Finance, Mergers and Acquisitions, Corporate Law, Business Law and Real Estate Law. ","地址：669 Corniche du Fleuve, Place du Musée, Beirut - Lebanon ",联系电话/传真：01 424898 ,,电子邮箱：katlaw@khattar-associates.com,网址：http://khattar-associates.com/
黎巴嫩Talal Abu-Ghazaleh Legal（TAG-Legal）,,"地址：Prince Shaker bin Zaid Street, AGIP Buliding",联系电话：00962 6 510 0900,传真：00962 6 510 0901,电子邮箱：taglegal@tag-legal.com,网址：http://www.tag-legal.com/?lang=en
黎巴嫩Patrimoine Conseil SARL,"简介：As one of the most prominent companies in real estate management, consultancy, valuation, promotion and commercialization in Lebanon, Groupe Patrimoine has amassed a wealth of expertise, experience and contacts to provide a quality service to corporations, institutions, families and individuals.","地址：Saab Bldg., Ferneine Street - Off Abdel Wahab ",联系电话/传真：961 1 335011-961 1 204125 ,,电子邮箱：info@patrimoineconseil.com.lb,网址：http://www.patrimoineconseil.com.lb/
黎巴嫩Nader Law Office,,"地址：Azar Building, 9th floor-Sami el Solh Avenue-Adlieh-Badaro-Beirut-Lebanon ",联系电话：+961-1-425719/+961-1-616729,传真：+961-1-425720,,网址：http://www.naderlawoffice.com/
